X	Y	Z
451	508	16480
469	515	16480
451	498	16470
434	492	16476
431	495	16480
422	495	16469
419	506	16467
429	508	16474
439	498	16480
439	495	16493
428	493	16494
408	496	16491
409	492	16486
421	485	16471
424	483	16467
430	478	16461
442	501	16457
437	519	16468
446	513	16481
450	512	16497
441	503	16500
447	497	16490
439	499	16484
443	494	16477
451	492	16470
447	499	16466
446	502	16479
435	496	16494
429	504	16495
442	512	16498
437	506	16517
438	504	16520
452	513	16505
455	514	16490
438	498	16480
421	491	16478
437	499	16474
458	506	16483
450	511	16489
439	502	16489
442	497	16491
438	505	16488
444	500	16485
444	495	16481
436	504	16476
449	514	16479
450	517	16487
437	514	16484
437	503	16484
436	490	16487
445	493	16477
445	506	16478
440	503	16474
438	494	16467
436	499	16471
436	502	16471
438	499	16462
437	496	16458
433	478	16475
425	483	16490
427	489	16513
440	482	16516
447	491	16505
447	499	16514
437	480	16499
448	477	16474
463	495	16467
453	490	16467
442	498	16468
456	513	16482
446	512	16507
421	499	16504
425	488	16476
439	492	16473
439	497	16466
420	509	16460
413	503	16463
433	496	16466
452	503	16484
433	505	16495
425	509	16490
446	505	16488
436	499	16492
428	495	16477
436	492	16478
436	510	16472
434	506	16464
429	492	16468
428	496	16471
438	495	16485
432	490	16488
438	500	16504
453	509	16511
451	497	16499
441	498	16483
439	503	16467
454	501	16460
452	495	16467
441	491	16469
433	495	16468
431	499	16485
447	504	16498
458	505	16499
449	508	16493
437	502	16473
440	498	16459
437	509	16472
423	500	16475
421	477	16472
429	483	16474
428	503	16477
431	501	16481
451	512	16473
457	526	16481
456	513	16486
445	498	16479
430	505	16487
428	510	16479
430	502	16473
442	495	16483
449	496	16497
460	503	16505
464	492	16479
451	489	16482
446	499	16485
439	499	16471
435	493	16485
437	482	16482
439	481	16473
426	487	16464
432	498	16462
440	506	16468
423	502	16479
433	498	16487
443	505	16482
439	495	16469
443	483	16472
445	493	16471
424	496	16471
420	498	16480
443	501	16487
433	504	16502
429	511	16494
443	523	16475
458	509	16482
464	502	16483
455	505	16465
442	492	16462
438	494	16473
441	504	16464
436	511	16472
438	518	16493
433	514	16486
433	503	16482
444	501	16493
442	501	16482
447	495	16458
452	496	16464
439	503	16480
434	506	16495
442	515	16488
441	509	16469
436	496	16473
442	500	16479
449	503	16478
440	498	16472
432	497	16456
424	487	16462
425	496	16487
435	511	16488
440	496	16474
443	516	16494
436	515	16502
441	499	16482
453	501	16479
459	487	16467
451	490	16464
432	490	16471
418	484	16466
418	487	16474
438	502	16494
446	514	16506
443	506	16510
449	490	16487
446	495	16477
433	517	16476
419	525	16476
433	522	16488
442	505	16470
439	503	16460
449	494	16461
441	484	16469
431	502	16491
441	502	16501
442	497	16493
439	501	16479
439	507	16469
432	505	16455
430	499	16447
438	494	16453
447	496	16465
444	499	16484
440	492	16479
444	482	16476
447	479	16485
455	491	16476
444	500	16474
434	504	16488
438	507	16501
427	507	16503
416	499	16487
421	504	16479
438	518	16492
451	505	16491
468	490	16485
471	494	16485
463	485	16475
454	482	16468
447	490	16477
445	504	16487
437	521	16490
439	511	16493
445	502	16483
442	485	16471
454	487	16472
451	502	16474
435	502	16484
442	489	16482
447	480	16474
446	496	16487
438	496	16504
447	492	16500
454	505	16478
442	512	16463
445	502	16467
440	492	16467
420	490	16461
417	491	16463
429	501	16456
437	502	16458
441	501	16478
446	514	16494
457	498	16487
457	488	16473
452	493	16489
455	487	16487
453	482	16446
435	478	16435
431	503	16450
433	522	16466
428	523	16467
434	511	16453
438	504	16464
437	507	16493
438	493	16500
433	490	16474
423	510	16469
428	512	16469
439	507	16457
445	524	16472
439	525	16500
447	507	16512
444	495	16513
439	493	16520
445	503	16513
438	511	16507
440	504	16470
459	505	16457
472	495	16471
458	486	16467
447	490	16492
443	491	16509
431	499	16498
433	494	16477
437	482	16455
435	490	16457
438	505	16488
425	517	16502
421	525	16488
419	517	16492
409	500	16484
426	489	16461
448	479	16455
445	468	16437
439	464	16438
428	487	16485
438	508	16498
457	508	16482
453	530	16494
449	527	16500
444	506	16480
447	489	16468
441	473	16472
437	481	16451
426	501	16454
422	501	16488
435	497	16472
436	519	16480
430	525	16495
442	516	16454
455	517	16421
443	500	16421
446	476	16470
445	463	16522
439	474	16535
448	504	16495
445	514	16454
433	520	16425
425	530	16388
431	518	16406
442	489	16471
448	481	16524
459	487	16533
459	492	16513
469	492	16492
472	507	16470
453	519	16455
428	510	16454
416	508	16481
427	505	16513
433	493	16518
440	503	16485
440	502	16457
432	495	16451
442	500	16463
452	499	16485
443	503	16494
433	506	16500
423	501	16500
418	487	16481
424	471	16450
423	473	16446
427	494	16456
439	513	16453
447	517	16458
447	518	16484
449	508	16495
446	494	16499
436	491	16495
440	481	16475
439	487	16465
440	500	16469
444	506	16454
430	508	16443
426	508	16454
428	511	16473
438	506	16475
436	501	16483
427	501	16494
447	497	16481
454	496	16486
445	489	16487
444	484	16477
447	495	16465
445	503	16459
424	519	16477
419	518	16491
430	499	16492
441	485	16501
459	482	16511
455	505	16496
434	497	16479
444	493	16478
454	504	16460
442	504	16455
441	507	16459
435	508	16448
443	512	16448
445	513	16448
437	505	16458
443	499	16477
461	497	16478
460	505	16479
449	515	16471
442	508	16464
443	506	16461
448	505	16444
434	500	16446
426	495	16455
433	484	16476
437	486	16499
445	507	16488
451	511	16482
457	503	16487
461	511	16467
445	507	16457
434	497	16455
437	495	16450
429	499	16470
421	507	16488
440	504	16481
449	509	16461
451	527	16458
455	520	16461
454	509	16449
455	506	16440
449	493	16444
428	493	16446
412	500	16431
413	506	16424
423	507	16450
443	509	16525
425	488	16556
429	487	16478
456	505	16525
464	486	16597
470	460	16509
449	458	16493
447	491	16555
470	506	16564
460	496	16548
441	503	16532
442	506	16539
429	494	16560
430	484	16535
450	474	16501
454	464	16501
458	480	16489
458	495	16490
449	491	16497
442	502	16480
441	517	16464
448	523	16464
447	519	16472
435	499	16463
432	485	16468
440	485	16468
447	487	16455
454	492	16439
437	505	16431
423	501	16443
427	495	16452
427	497	16494
432	482	16518
423	475	16500
413	477	16491
416	491	16477
424	505	16468
416	499	16465
408	500	16447
416	500	16439
409	498	16435
403	506	16422
417	506	16429
416	501	16425
417	508	16407
437	503	16415
440	485	16429
439	494	16444
442	506	16449
440	509	16420
445	513	16388
423	504	16388
405	495	16421
435	498	16468
446	491	16506
448	483	16526
452	489	16541
444	490	16548
459	497	16522
460	517	16491
450	522	16499
459	501	16512
438	487	16488
417	493	16472
410	493	16477
423	491	16499
448	489	16523
443	490	16536
428	498	16549
423	486	16534
430	472	16518
448	487	16497
452	502	16475
440	507	16478
433	513	16477
440	516	16476
453	520	16470
447	526	16469
455	516	16499
479	503	16512
463	490	16511
440	483	16523
440	495	16495
433	492	16457
442	488	16454
470	502	16465
463	496	16476
439	491	16487
443	519	16490
457	527	16475
451	507	16454
444	496	16451
451	498	16462
439	495	16473
423	490	16485
431	505	16494
420	507	16504
421	504	16512
445	511	16517
447	492	16507
454	487	16503
446	484	16490
450	478	16477
450	495	16488
430	496	16486
422	493	16476
425	499	16484
433	503	16490
435	506	16484
433	502	16475
421	502	16449
421	508	16445
420	496	16436
423	486	16446
419	497	16481
418	514	16491
430	505	16498
435	494	16497
447	512	16481
440	523	16435
425	526	16402
422	534	16417
429	525	16444
428	518	16464
430	512	16497
434	510	16521
438	506	16525
444	495	16519
432	491	16509
425	494	16516
423	500	16518
423	493	16508
429	487	16488
430	500	16456
435	499	16446
465	493	16468
457	495	16480
425	483	16495
436	485	16506
443	490	16517
424	500	16504
411	506	16460
429	492	16453
452	499	16449
451	513	16455
449	505	16472
461	488	16479
458	493	16483
457	499	16467
452	497	16439
443	504	16435
442	509	16443
438	499	16443
440	481	16442
432	490	16455
433	491	16479
443	488	16494
455	500	16501
467	498	16495
459	496	16478
443	510	16453
439	521	16440
433	514	16447
423	503	16468
428	481	16475
429	473	16482
439	483	16510
442	489	16524
448	486	16518
458	491	16488
447	500	16474
420	495	16479
418	497	16476
439	496	16477
429	495	16482
422	502	16480
440	514	16482
438	520	16474
429	508	16472
434	502	16487
428	492	16476
432	490	16458
431	492	16451
428	492	16459
439	492	16468
431	492	16484
426	498	16502
437	496	16503
445	502	16487
433	508	16468
419	496	16448
426	489	16447
440	493	16464
434	501	16462
423	507	16480
427	504	16495
427	503	16497
432	505	16493
433	497	16473
434	495	16455
430	507	16458
424	514	16472
436	506	16486
441	514	16496
425	520	16492
419	498	16487
430	488	16480
433	491	16480
436	489	16501
448	494	16516
438	487	16495
428	494	16468
426	508	16456
428	512	16447
442	509	16454
448	504	16458
443	504	16453
441	484	16469
440	478	16506
417	472	16525
430	479	16512
448	493	16500
438	493	16497
434	503	16473
442	512	16448
440	520	16461
440	513	16482
437	495	16483
427	485	16467
428	489	16463
432	498	16456
433	501	16446
434	498	16445
437	499	16449
417	495	16461
418	489	16474
438	480	16486
445	475	16484
443	491	16468
447	504	16457
445	512	16460
431	513	16484
446	514	16500
454	496	16502
435	495	16508
428	513	16502
442	503	16489
452	500	16489
449	503	16486
425	508	16464
413	504	16463
421	503	16481
427	503	16495
443	497	16508
430	497	16502
428	507	16486
440	516	16472
424	515	16468
422	503	16471
421	490	16485
430	488	16498
441	483	16499
427	488	16482
421	500	16464
419	505	16462
425	498	16457
436	492	16458
449	502	16472
461	503	16491
452	497	16492
441	498	16489
449	493	16498
458	503	16484
450	512	16461
444	498	16457
446	481	16461
449	489	16485
448	503	16493
446	495	16501
453	491	16520
457	492	16510
446	500	16486
448	507	16457
450	503	16453
439	511	16466
428	504	16492
435	502	16513
450	513	16503
451	510	16492
453	494	16485
461	485	16460
436	507	16451
419	510	16452
437	500	16456
423	502	16477
419	500	16492
444	502	16473
438	487	16451
428	479	16450
427	507	16462
448	516	16477
461	496	16476
436	493	16485
420	504	16488
442	504	16471
454	494	16456
435	489	16469
438	496	16479
441	506	16501
438	502	16508
446	495	16482
453	496	16476
457	493	16486
450	498	16481
444	505	16473
442	507	16480
437	498	16511
447	495	16505
448	501	16483
439	499	16484
447	497	16479
454	489	16471
449	483	16463
438	485	16479
436	495	16482
449	493	16474
456	499	16483
435	513	16471
422	511	16457
428	502	16459
441	495	16446
439	505	16464
431	493	16494
439	491	16512
446	497	16513
445	497	16491
430	501	16476
430	503	16470
428	510	16466
427	515	16475
439	513	16477
441	497	16467
445	494	16473
439	497	16490
420	497	16475
412	494	16463
425	492	16475
434	509	16467
430	523	16453
440	523	16445
435	518	16472
423	511	16502
421	506	16484
422	509	16474
434	510	16480
442	500	16484
437	492	16492
432	493	16494
438	490	16490
437	492	16481
422	501	16464
434	500	16463
451	497	16476
445	496	16487
448	489	16502
447	494	16505
447	499	16487
449	501	16466
424	509	16453
423	503	16446
432	493	16456
417	497	16456
427	492	16474
429	488	16522
434	502	16522
460	517	16499
463	505	16472
450	484	16459
438	493	16456
422	509	16454
422	507	16458
430	490	16464
437	483	16482
449	495	16509
459	508	16515
459	505	16499
454	508	16488
443	509	16481
443	514	16468
447	515	16456
419	505	16452
419	499	16457
435	498	16471
434	514	16481
446	517	16501
441	487	16514
425	479	16514
438	498	16502
462	509	16484
460	501	16470
451	497	16455
440	496	16458
431	500	16451
428	508	16441
426	500	16446
414	508	16446
403	510	16457
418	494	16464
436	501	16473
441	506	16504
443	498	16524
444	491	16518
429	491	16497
422	484	16475
416	486	16457
418	507	16455
430	512	16465
449	504	16473
460	498	16475
452	497	16479
439	490	16504
443	486	16505
451	495	16477
435	500	16461
420	507	16464
430	511	16460
437	513	16469
434	506	16494
430	498	16494
438	511	16503
439	512	16501
444	506	16495
457	496	16487
445	498	16458
427	523	16456
431	518	16462
440	503	16466
434	509	16485
434	502	16500
437	486	16497
443	486	16483
448	492	16480
461	493	16479
452	509	16471
431	519	16459
427	512	16454
433	498	16468
453	500	16475
436	500	16474
423	490	16471
454	509	16481
446	511	16499
422	505	16506
431	513	16503
436	502	16496
429	494	16476
424	488	16454
431	493	16456
448	502	16453
454	500	16450
438	492	16473
429	492	16482
444	510	16479
446	514	16479
437	507	16468
430	506	16460
425	509	16451
437	499	16473
439	485	16490
445	504	16479
448	522	16484
432	524	16485
428	505	16485
427	496	16479
433	502	16475
427	495	16481
426	481	16464
437	475	16454
422	486	16462
439	487	16457
450	498	16465
433	508	16474
439	495	16460
440	483	16454
444	501	16467
444	511	16477
441	504	16473
443	497	16469
436	492	16449
428	496	16449
428	514	16465
426	526	16473
427	514	16478
428	511	16470
421	506	16474
436	497	16502
450	496	16513
445	483	16501
449	489	16485
437	499	16479
426	493	16491
439	498	16491
453	513	16471
459	512	16457
450	503	16464
450	503	16465
452	492	16461
449	498	16456
452	511	16453
442	501	16461
427	507	16468
419	507	16476
426	502	16468
431	505	16465
427	498	16481
